end_station_name,end_lat,end_lng,member_casual,count
Sedgwick St & Webster Ave,41.9222,-87.6389,casual,2599
Sedgwick St & Webster Ave,41.9222,-87.6389,member,9405
Seeley Ave & Garfield Blvd,41.7941,-87.6755,casual,17
Seeley Ave & Garfield Blvd,41.7941,-87.6755,member,11
Seeley Ave & Roscoe St,41.9434,-87.6796,casual,734
Seeley Ave & Roscoe St,41.9434,-87.6796,member,3026
Shedd Aquarium,41.8672,-87.6154,casual,16653
Shedd Aquarium,41.8672,-87.6154,member,5729
Sheffield Ave & Fullerton Ave,41.9256,-87.6537,casual,2769
Sheffield Ave & Fullerton Ave,41.9256,-87.6537,member,14863
Sheffield Ave & Kingsbury St,41.9105,-87.6531,casual,1615
Sheffield Ave & Kingsbury St,41.9105,-87.6531,member,11140
Sheffield Ave & Waveland Ave,41.9494,-87.6545,casual,5665
Sheffield Ave & Waveland Ave,41.9494,-87.6545,member,9618
Sheffield Ave & Webster Ave,41.9215,-87.6538,casual,2121
Sheffield Ave & Webster Ave,41.9215,-87.6538,member,10107
Sheffield Ave & Wellington Ave,41.9363,-87.6527,casual,2276
Sheffield Ave & Wellington Ave,41.9363,-87.6527,member,11312
Sheffield Ave & Willow St,41.9137,-87.6529,casual,1249
Sheffield Ave & Willow St,41.9137,-87.6529,member,8368
Sheffield Ave & Wrightwood Ave,41.9287,-87.6538,casual,1777
Sheffield Ave & Wrightwood Ave,41.9287,-87.6538,member,7138
Sheridan Rd & Buena Ave,41.9585,-87.655,casual,799
Sheridan Rd & Buena Ave,41.9585,-87.655,member,3770
Sheridan Rd & Columbia Ave,42.0046,-87.6614,casual,477
Sheridan Rd & Columbia Ave,42.0046,-87.6614,member,1462
Sheridan Rd & Greenleaf Ave,42.0106,-87.6624,casual,483
Sheridan Rd & Greenleaf Ave,42.0106,-87.6624,member,1086
Sheridan Rd & Irving Park Rd,41.9542,-87.6544,casual,1724
Sheridan Rd & Irving Park Rd,41.9542,-87.6544,member,10791
Sheridan Rd & Lawrence Ave,41.9695,-87.6547,casual,932
Sheridan Rd & Lawrence Ave,41.9695,-87.6547,member,2803
Sheridan Rd & Loyola Ave,42.001,-87.6612,casual,1238
Sheridan Rd & Loyola Ave,42.001,-87.6612,member,2789
Sheridan Rd & Montrose Ave,41.9617,-87.6546,casual,1589
Sheridan Rd & Montrose Ave,41.9617,-87.6546,member,6739
Sheridan Rd & Noyes St (NU),42.0582,-87.6774,casual,630
Sheridan Rd & Noyes St (NU),42.0582,-87.6774,member,2529
Shields Ave & 28th Pl,41.8427,-87.6355,casual,141
Shields Ave & 28th Pl,41.8427,-87.6355,member,862
Shields Ave & 31st St,41.8385,-87.6354,casual,215
Shields Ave & 31st St,41.8385,-87.6354,member,1738
Shields Ave & 43rd St,41.8162,-87.6348,casual,19
Shields Ave & 43rd St,41.8162,-87.6348,member,17
Shore Dr & 55th St,41.7952,-87.5807,casual,2731
Shore Dr & 55th St,41.7952,-87.5807,member,4820
Smith Park (*),41.892,-87.6894,casual,298
Smith Park (*),41.892,-87.6894,member,919
South Chicago Ave & 83rd St,41.7439,-87.5752,casual,21
South Chicago Ave & 83rd St,41.7439,-87.5752,member,9
South Shore Dr & 67th St,41.7736,-87.5675,casual,394
South Shore Dr & 67th St,41.7736,-87.5675,member,314
South Shore Dr & 71st St,41.7664,-87.5657,casual,373
South Shore Dr & 71st St,41.7664,-87.5657,member,569
South Shore Dr & 74th St,41.7622,-87.5593,casual,115
South Shore Dr & 74th St,41.7622,-87.5593,member,192
Southport Ave & Belmont Ave,41.9395,-87.6638,casual,997
Southport Ave & Belmont Ave,41.9395,-87.6638,member,5029
Southport Ave & Clark St,41.9571,-87.6642,casual,303
Southport Ave & Clark St,41.9571,-87.6642,member,2346
Southport Ave & Clybourn Ave,41.9208,-87.6637,casual,1694
Southport Ave & Clybourn Ave,41.9208,-87.6637,member,7247
Southport Ave & Irving Park Rd,41.9542,-87.6644,casual,884
Southport Ave & Irving Park Rd,41.9542,-87.6644,member,4616
Southport Ave & Roscoe St,41.9437,-87.664,casual,2702
Southport Ave & Roscoe St,41.9437,-87.664,member,11441
Southport Ave & Waveland Ave,41.9482,-87.6639,casual,2208
Southport Ave & Waveland Ave,41.9482,-87.6639,member,9554
Southport Ave & Wellington Ave,41.9357,-87.6636,casual,1627
Southport Ave & Wellington Ave,41.9357,-87.6636,member,8266
Southport Ave & Wrightwood Ave,41.9288,-87.6639,casual,1194
Southport Ave & Wrightwood Ave,41.9288,-87.6639,member,5713
Spaulding Ave & Armitage Ave,41.9171,-87.7102,casual,814
Spaulding Ave & Armitage Ave,41.9171,-87.7102,member,2830
Spaulding Ave & Division St,41.9027,-87.7092,casual,260
Spaulding Ave & Division St,41.9027,-87.7092,member,677
St. Clair St & Erie St,41.8944,-87.6227,casual,5100
St. Clair St & Erie St,41.8944,-87.6227,member,20683
St. Louis Ave & Balmoral Ave,41.9804,-87.7161,casual,174
St. Louis Ave & Balmoral Ave,41.9804,-87.7161,member,549
State St & 19th St,41.8566,-87.6275,casual,692
State St & 19th St,41.8566,-87.6275,member,2198
State St & 29th St,41.8417,-87.6269,casual,177
State St & 29th St,41.8417,-87.6269,member,502
State St & 33rd St,41.8347,-87.6258,casual,605
State St & 33rd St,41.8347,-87.6258,member,6051
State St & 35th St,41.8309,-87.628,casual,350
State St & 35th St,41.8309,-87.628,member,2493
State St & 54th St,41.7966,-87.6259,casual,34
State St & 54th St,41.7966,-87.6259,member,49
State St & 76th St,41.757,-87.6246,casual,31
State St & 76th St,41.757,-87.6246,member,24
State St & 79th St,41.7508,-87.6244,casual,42
State St & 79th St,41.7508,-87.6244,member,159
State St & Harrison St,41.8741,-87.6277,casual,1914
State St & Harrison St,41.8741,-87.6277,member,5772
State St & Kinzie St,41.8892,-87.6278,casual,4026
State St & Kinzie St,41.8892,-87.6278,member,15634
State St & Pearson St,41.8974,-87.6287,casual,2053
State St & Pearson St,41.8974,-87.6287,member,8318
State St & Pershing Rd,41.823,-87.6266,casual,38
State St & Pershing Rd,41.823,-87.6266,member,178
State St & Randolph St,41.8847,-87.6277,casual,4306
State St & Randolph St,41.8847,-87.6277,member,15099
State St & Van Buren St,41.8772,-87.6278,casual,1958
State St & Van Buren St,41.8772,-87.6278,member,8214
Stave St & Armitage Ave,41.9177,-87.6914,casual,452
Stave St & Armitage Ave,41.9177,-87.6914,member,2146
Stetson Ave & South Water St,41.8868,-87.6223,casual,2570
Stetson Ave & South Water St,41.8868,-87.6223,member,8262
Stewart Ave & 63rd St (*),41.7798,-87.6348,casual,9
Stewart Ave & 63rd St (*),41.7798,-87.6348,member,41
Stockton Dr & Wrightwood Ave,41.9313,-87.6387,casual,3373
Stockton Dr & Wrightwood Ave,41.9313,-87.6387,member,8480
Stony Island Ave & 64th St,41.7789,-87.5866,casual,133
Stony Island Ave & 64th St,41.7789,-87.5866,member,95
Stony Island Ave & 67th St,41.7735,-87.5853,casual,152
Stony Island Ave & 67th St,41.7735,-87.5853,member,68
Stony Island Ave & 71st St,41.7665,-87.5865,casual,89
Stony Island Ave & 71st St,41.7665,-87.5865,member,181
Stony Island Ave & 75th St,41.7587,-87.5869,casual,67
Stony Island Ave & 75th St,41.7587,-87.5869,member,91
Stony Island Ave & 82nd St,41.7466,-87.586,casual,25
Stony Island Ave & 82nd St,41.7466,-87.586,member,39
Stony Island Ave & South Chicago Ave,41.7512,-87.5853,casual,16
Stony Island Ave & South Chicago Ave,41.7512,-87.5853,member,18
Streeter Dr & Grand Ave,41.8923,-87.612,casual,67499
Streeter Dr & Grand Ave,41.8923,-87.612,member,14300
Talman Ave & Addison St,41.9466,-87.6946,casual,405
Talman Ave & Addison St,41.9466,-87.6946,member,2303
Theater on the Lake,41.9263,-87.6308,casual,19179
Theater on the Lake,41.9263,-87.6308,member,17407
Throop (Loomis) St & Taylor St,41.869,-87.6591,casual,384
Throop (Loomis) St & Taylor St,41.869,-87.6591,member,3688
Throop St & 52nd St,41.7997,-87.6572,casual,23
Throop St & 52nd St,41.7997,-87.6572,member,18
Troy St & Elston Ave,41.9452,-87.7067,casual,420
Troy St & Elston Ave,41.9452,-87.7067,member,1552
Troy St & North Ave,41.9098,-87.7053,casual,498
Troy St & North Ave,41.9098,-87.7053,member,1145
Union Ave & Root St,41.8191,-87.6433,casual,114
Union Ave & Root St,41.8191,-87.6433,member,192
University Ave & 57th St,41.7915,-87.5999,casual,1557
University Ave & 57th St,41.7915,-87.5999,member,10811
University Library (NU),42.0529,-87.6734,casual,524
University Library (NU),42.0529,-87.6734,member,1939
Valli Produce - Evanston Plaza,42.0397,-87.6994,casual,152
Valli Produce - Evanston Plaza,42.0397,-87.6994,member,467
Vernon Ave & 75th St,41.7584,-87.6141,casual,78
Vernon Ave & 75th St,41.7584,-87.6141,member,97
Vernon Ave & 79th St,41.7509,-87.6138,casual,22
Vernon Ave & 79th St,41.7509,-87.6138,member,41
Wabash Ave & 16th St,41.8604,-87.6258,casual,1425
Wabash Ave & 16th St,41.8604,-87.6258,member,8856
Wabash Ave & 83rd St,41.7433,-87.6228,casual,14
Wabash Ave & 83rd St,41.7433,-87.6228,member,25
Wabash Ave & 87th St,41.7366,-87.6226,casual,62
Wabash Ave & 87th St,41.7366,-87.6226,member,76
Wabash Ave & 9th St,41.8708,-87.6257,casual,2605
Wabash Ave & 9th St,41.8708,-87.6257,member,10332
Wabash Ave & Adams St,41.8795,-87.6257,casual,2417
Wabash Ave & Adams St,41.8795,-87.6257,member,8822
Wabash Ave & Cermak Rd,41.8526,-87.6265,casual,844
Wabash Ave & Cermak Rd,41.8526,-87.6265,member,2448
Wabash Ave & Grand Ave,41.8915,-87.6268,casual,7560
Wabash Ave & Grand Ave,41.8915,-87.6268,member,17144
Wabash Ave & Roosevelt Rd,41.8672,-87.626,casual,3976
Wabash Ave & Roosevelt Rd,41.8672,-87.626,member,18143
Wabash Ave & Wacker Pl,41.8869,-87.626,casual,5075
Wabash Ave & Wacker Pl,41.8869,-87.626,member,7201
Wacker Dr & Washington St,41.8831,-87.6373,casual,1063
Wacker Dr & Washington St,41.8831,-87.6373,member,13465
Wallace St & 35th St,41.8306,-87.6413,casual,235
Wallace St & 35th St,41.8306,-87.6413,member,1029
Walsh Park,41.9146,-87.668,casual,1013
Walsh Park,41.9146,-87.668,member,2199
Warren Park East,42.0046,-87.6807,casual,194
Warren Park East,42.0046,-87.6807,member,681
Warren Park West,42.0018,-87.6888,casual,334
Warren Park West,42.0018,-87.6888,member,551
Washtenaw Ave & Lawrence Ave,41.969,-87.696,casual,270
Washtenaw Ave & Lawrence Ave,41.969,-87.696,member,1641
Washtenaw Ave & Ogden Ave,41.8619,-87.6935,casual,265
Washtenaw Ave & Ogden Ave,41.8619,-87.6935,member,619
Wells St & 19th St,41.8568,-87.6339,casual,848
Wells St & 19th St,41.8568,-87.6339,member,1404
Wells St & Concord Ln,41.9121,-87.6347,casual,4025
Wells St & Concord Ln,41.9121,-87.6347,member,18829
Wells St & Elm St,41.9032,-87.6343,casual,2259
Wells St & Elm St,41.9032,-87.6343,member,13024
Wells St & Evergreen Ave,41.9067,-87.6348,casual,3002
Wells St & Evergreen Ave,41.9067,-87.6348,member,11489
Wells St & Hubbard St,41.8899,-87.6343,casual,2822
Wells St & Hubbard St,41.8899,-87.6343,member,17791
Wells St & Huron St,41.8947,-87.6344,casual,2733
Wells St & Huron St,41.8947,-87.6344,member,19686
Wells St & Polk St,41.8726,-87.6335,casual,1228
Wells St & Polk St,41.8726,-87.6335,member,6901
Wells St & Walton St,41.8999,-87.6344,casual,875
Wells St & Walton St,41.8999,-87.6344,member,5174
Wentworth Ave & 24th St (Temp),41.8501,-87.6321,casual,397
Wentworth Ave & 24th St (Temp),41.8501,-87.6321,member,881
Wentworth Ave & 33rd St,41.8345,-87.6318,casual,262
Wentworth Ave & 33rd St,41.8345,-87.6318,member,1343
Wentworth Ave & 35th St,41.8308,-87.6325,casual,381
Wentworth Ave & 35th St,41.8308,-87.6325,member,1320
Wentworth Ave & 63rd St,41.7801,-87.6297,casual,36
Wentworth Ave & 63rd St,41.7801,-87.6297,member,75
Wentworth Ave & Cermak Rd (Temp),41.853,-87.6306,casual,1897
Wentworth Ave & Cermak Rd (Temp),41.853,-87.6306,member,2966
Western Ave & 21st St,41.8541,-87.6858,casual,194
Western Ave & 21st St,41.8541,-87.6858,member,1231
Western Ave & 24th St,41.8485,-87.6851,casual,105
Western Ave & 24th St,41.8485,-87.6851,member,495
Western Ave & 28th St,41.8415,-87.6851,casual,27
Western Ave & 28th St,41.8415,-87.6851,member,192
Western Ave & Congress Pkwy,41.8747,-87.6864,casual,409
Western Ave & Congress Pkwy,41.8747,-87.6864,member,1465
Western Ave & Division St,41.9029,-87.6873,casual,886
Western Ave & Division St,41.9029,-87.6873,member,3618
Western Ave & Fillmore St (*),41.8686,-87.6862,casual,256
Western Ave & Fillmore St (*),41.8686,-87.6862,member,2665
Western Ave & Granville Ave,41.9942,-87.6894,casual,241
Western Ave & Granville Ave,41.9942,-87.6894,member,711
Western Ave & Howard St,42.0189,-87.69,casual,178
Western Ave & Howard St,42.0189,-87.69,member,573
Western Ave & Leland Ave,41.9665,-87.6884,casual,750
Western Ave & Leland Ave,41.9665,-87.6884,member,4997
Western Ave & Lunt Ave,42.0086,-87.6905,casual,220
Western Ave & Lunt Ave,42.0086,-87.6905,member,1101
Western Ave & Monroe St,41.8798,-87.6861,casual,302
Western Ave & Monroe St,41.8798,-87.6861,member,1594
Western Ave & Roscoe St,41.943,-87.6873,casual,349
Western Ave & Roscoe St,41.943,-87.6873,member,2349
Western Ave & Walton St,41.8984,-87.6866,casual,899
Western Ave & Walton St,41.8984,-87.6866,member,5351
Western Ave & Winnebago Ave,41.9155,-87.687,casual,1465
Western Ave & Winnebago Ave,41.9155,-87.687,member,7236
Western Blvd & 48th Pl,41.8057,-87.6834,casual,74
Western Blvd & 48th Pl,41.8057,-87.6834,member,159
Wilton Ave & Belmont Ave,41.9402,-87.653,casual,3951
Wilton Ave & Belmont Ave,41.9402,-87.653,member,14921
Wilton Ave & Diversey Pkwy,41.9324,-87.6527,casual,2253
Wilton Ave & Diversey Pkwy,41.9324,-87.6527,member,13944
Winchester (Ravenswood) Ave & Balmoral Ave,41.9798,-87.6775,casual,270
Winchester (Ravenswood) Ave & Balmoral Ave,41.9798,-87.6775,member,1843
Winchester Ave & Elston Ave,41.9241,-87.6765,casual,636
Winchester Ave & Elston Ave,41.9241,-87.6765,member,2450
Winthrop Ave & Lawrence Ave,41.9688,-87.6577,casual,855
Winthrop Ave & Lawrence Ave,41.9688,-87.6577,member,3417
Wolcott (Ravenswood) Ave & Montrose Ave,41.9614,-87.6762,casual,417
Wolcott (Ravenswood) Ave & Montrose Ave,41.9614,-87.6762,member,2523
Wolcott Ave & Fargo Ave,42.017,-87.6777,casual,41
Wolcott Ave & Fargo Ave,42.017,-87.6777,member,223
Wolcott Ave & Polk St,41.8713,-87.6737,casual,464
Wolcott Ave & Polk St,41.8713,-87.6737,member,8558
Wood St & 35th St,41.8301,-87.6703,casual,89
Wood St & 35th St,41.8301,-87.6703,member,356
Wood St & Augusta Blvd,41.8992,-87.6722,casual,432
Wood St & Augusta Blvd,41.8992,-87.6722,member,4821
Wood St & Chicago Ave (*),41.8956,-87.6721,casual,730
Wood St & Chicago Ave (*),41.8956,-87.6721,member,4877
Wood St & Hubbard St,41.8899,-87.6715,casual,464
Wood St & Hubbard St,41.8899,-87.6715,member,3633
Wood St & Milwaukee Ave,41.9077,-87.6726,casual,2056
Wood St & Milwaukee Ave,41.9077,-87.6726,member,9097
Wood St & Taylor St,41.8692,-87.671,casual,285
Wood St & Taylor St,41.8692,-87.671,member,5421
Woodlawn Ave & 55th St,41.7953,-87.5965,casual,663
Woodlawn Ave & 55th St,41.7953,-87.5965,member,3531
Woodlawn Ave & 75th St,41.7592,-87.5958,casual,34
Woodlawn Ave & 75th St,41.7592,-87.5958,member,10
Woodlawn Ave & Lake Park Ave,41.8141,-87.597,casual,312
Woodlawn Ave & Lake Park Ave,41.8141,-87.597,member,1011
Yates Blvd & 75th St,41.7588,-87.5664,casual,53
Yates Blvd & 75th St,41.7588,-87.5664,member,67
